qu;sacc;qsta;qend;leng;gapop;pid;nid;bitscore;score;taxid;species;genus;family;phylum;kingdom;superkingdom
OTU_59_proti1702_wang1624CR6L;DQ367421;1;342;342;0;99.42;340;621;336;158290;Entoloma sericeum;Entoloma;Entolomataceae;Basidiomycota;Fungi;Eukaryota
OTU_60_proti1702_wang1624CR6L;FJ459749;1;330;347;17;76.08;264;161;87;650280;Gregarina tropica;Gregarina;Gregarinidae;Apicomplexa;undef;Eukaryota
OTU_61_proti1702_wang1624CR6L;AY120855;1;340;340;0;99.41;338;617;334;47831;Lachnellula calyciformis;Lachnellula;Hyaloscyphaceae;Ascomycota;Fungi;Eukaryota
OTU_62_proti1702_wang1624CR6L;DQ646544;1;341;341;0;99.41;339;619;335;269398;Peziza lobulata;Peziza;Pezizaceae;Ascomycota;Fungi;Eukaryota
OTU_63_proti1702_wang1624CR6L;KC209737;1;350;352;2;88.64;312;425;230;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_66_proti1702_wang1624CR6L;KC670775;1;342;342;0;100.00;342;632;342;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_67_proti1702_wang1624CR6L;DQ646552;1;339;343;4;96.21;330;558;302;43433;Tricharina praecox;Tricharina;Pyronemataceae;Ascomycota;Fungi;Eukaryota
OTU_68_proti1702_wang1624CR6L;JN368233;1;210;216;12;76.39;165;104;56;1124685;Xylodon sp. CFMR FP102957;Xylodon;Schizoporaceae;Basidiomycota;Fungi;Eukaryota
OTU_69_proti1702_wang1624CR6L;FJ648518;1;340;340;0;99.71;339;623;337;63684;Elliptochloris subsphaerica;Elliptochloris;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_70_proti1702_wang1624CR6L;HM536172;1;345;347;2;98.27;341;606;328;1043717;Bodomorpha sp. HFCC 927;Bodomorpha;Heteromitidae;undef;undef;Eukaryota
OTU_71_proti1702_wang1624CR6L;FJ459760;1;336;336;0;99.40;334;610;330;650299;Stenophora robusta;Stenophora;Stenophoridae;Apicomplexa;undef;Eukaryota
OTU_72_proti1702_wang1624CR6L;HM030918;1;340;340;0;100.00;340;628;340;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_73_proti1702_wang1624CR6L;KC674544;1;342;342;0;100.00;342;632;342;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_74_proti1702_wang1624CR6L;HM468104;1;325;325;0;100.00;325;601;325;887521;Morganella sp. a111-140b;Morganella;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_75_proti1702_wang1624CR6L;KC674869;1;341;341;0;100.00;341;630;341;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_76_proti1702_wang1624CR6L;JX132239;1;343;343;0;100.00;343;634;343;610162;uncultured Geotrichum;Geotrichum;Dipodascaceae;Ascomycota;Fungi;Eukaryota
OTU_77_proti1702_wang1624CR6L;JN397380;1;339;339;0;100.00;339;627;339;335849;Arthrinium marii;Arthrinium;Apiosporaceae;Ascomycota;Fungi;Eukaryota
OTU_78_proti1702_wang1624CR6L;JQ977080;1;324;324;0;100.00;324;599;324;1327620;Serratia sp. Bra24;Serratia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_79_proti1702_wang1624CR6L;AF372744;1;341;352;11;87.50;308;394;213;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_80_proti1702_wang1624CR6L;AB769611;1;339;353;19;78.19;276;202;109;1267178;Eimeria canadensis;Eimeria;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_81_proti1702_wang1624CR6L;HF544323;1;342;351;12;89.46;314;433;234;859279;Sarcocystis nesbitti;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_82_proti1702_wang1624CR6L;AY620232;1;342;342;0;99.71;341;627;339;294745;Hepatozoon felis;Hepatozoon;Hepatozoidae;Apicomplexa;undef;Eukaryota
OTU_83_proti1702_wang1624CR6L;AY179988;1;340;342;2;98.54;337;603;326;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_84_proti1702_wang1624CR6L;EU910605;1;340;341;2;93.55;319;507;274;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_85_proti1702_wang1624CR6L;AB030354;1;342;342;0;100.00;342;632;342;91979;Rhodotorula aurantiaca;Rhodotorula;undef;Basidiomycota;Fungi;Eukaryota
OTU_86_proti1702_wang1624CR6L;JX127178;1;340;340;0;100.00;340;628;340;1284391;uncultured Chromochloris;undef;Bracteacoccaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_87_proti1702_wang1624CR6L;JQ698917;1;343;343;0;100.00;343;634;343;45609;Babjeviella inositovora;Babjeviella;Debaryomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_88_proti1702_wang1624CR6L;AJ130869;1;332;343;11;88.05;302;394;213;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_89_proti1702_wang1624CR6L;HQ287927;1;341;342;2;95.61;327;547;296;191674;Watanabea reniformis;Watanabea;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_90_proti1702_wang1624CR6L;EU910605;1;339;340;1;93.53;318;505;273;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_91_proti1702_wang1624CR6L;DQ534690;1;344;346;3;96.24;333;564;305;98234;Rhizopogon olivaceotinctus;Rhizopogon;Rhizopogonaceae;Basidiomycota;Fungi;Eukaryota
OTU_92_proti1702_wang1624CR6L;FN690032;1;335;335;0;99.70;334;614;332;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_93_proti1702_wang1624CR6L;KC209737;1;351;351;0;94.02;330;532;288;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_94_proti1702_wang1624CR6L;KC672764;1;341;341;0;100.00;341;630;341;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_95_proti1702_wang1624CR6L;JF489233;1;344;344;0;100.00;344;636;344;4550;Secale cereale;Secale;Poaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_96_proti1702_wang1624CR6L;HM536154;1;345;345;0;99.71;344;632;342;1043735;Eocercomonas sp. HFCC 909;Eocercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_97_proti1702_wang1624CR6L;KC245170;1;324;324;0;100.00;324;599;324;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_98_proti1702_wang1624CR6L;AY858941;1;339;339;1;92.92;315;492;266;311115;Torpedospora ambispinosa;Torpedospora;undef;Ascomycota;Fungi;Eukaryota
OTU_99_proti1702_wang1624CR6L;GQ120167;1;347;347;0;99.71;346;636;344;651444;fungal sp. FCAS87;undef;undef;undef;Fungi;Eukaryota
OTU_100_proti1702_wang1624CR6L;EF024854;1;340;340;1;93.24;317;499;270;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_101_proti1702_wang1624CR6L;D29779;1;343;343;0;100.00;343;634;343;54804;120073;;;;;;
OTU_102_proti1702_wang1624CR6L;AM114807;1;356;356;0;100.00;356;658;356;175275;uncultured cercozoan;undef;undef;undef;undef;Eukaryota
OTU_103_proti1702_wang1624CR6L;EU910605;1;341;342;2;95.03;325;534;289;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_104_proti1702_wang1624CR6L;AF088242;167;376;214;9;78.97;169;135;73;50933;Pertusaria trachythallina;Pertusaria;Pertusariaceae;Ascomycota;Fungi;Eukaryota
OTU_105_proti1702_wang1624CR6L;FJ459760;1;336;337;2;95.55;322;538;291;650299;Stenophora robusta;Stenophora;Stenophoridae;Apicomplexa;undef;Eukaryota
OTU_106_proti1702_wang1624CR6L;KC254864;1;342;342;0;100.00;342;632;342;43970;Schizoblastosporion starkeyihenricii;Schizoblastosporion;undef;Ascomycota;Fungi;Eukaryota
OTU_107_proti1702_wang1624CR6L;DQ176427;1;339;342;3;90.94;311;455;246;348448;Syncystis mirabilis;Syncystis;Syncystidae;Apicomplexa;undef;Eukaryota
OTU_108_proti1702_wang1624CR6L;AF372710;1;337;337;0;97.92;330;584;316;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_109_proti1702_wang1624CR6L;AB734096;1;340;340;0;100.00;340;628;340;1203282;Scenedesmus sp. Ki4;Scenedesmus;Scenedesmaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_110_proti1702_wang1624CR6L;JF836023;1;362;362;0;99.17;359;652;353;1075839;Archaeorhizomyces sp. FG15P2b;Archaeorhizomyces;Archaeorhizomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_111_proti1702_wang1624CR6L;JX159483;1;351;351;6;92.02;323;484;262;627908;uncultured Phanerochaete;undef;Corticiaceae;Basidiomycota;Fungi;Eukaryota
OTU_112_proti1702_wang1624CR6L;JX296639;1;342;342;0;100.00;342;632;342;171245;uncultured Chlorophyta;undef;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_113_proti1702_wang1624CR6L;EU910605;1;341;342;3;92.98;318;496;268;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_114_proti1702_wang1624CR6L;EF023130;1;341;341;0;98.83;337;608;329;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_115_proti1702_wang1624CR6L;KC209737;3;352;351;2;88.89;312;429;232;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_116_proti1702_wang1624CR6L;Z27408;1;343;343;0;99.71;342;628;340;96584;Pseudoplectania nigrella;Pseudoplectania;Sarcosomataceae;Ascomycota;Fungi;Eukaryota
OTU_117_proti1702_wang1624CR6L;FJ978500;1;325;325;0;100.00;325;601;325;77133;uncultured bacterium;undef;undef;undef;undef;Bacteria
OTU_118_proti1702_wang1624CR6L;EF024723;1;339;342;2;92.11;315;479;259;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_119_proti1702_wang1624CR6L;JN098199;1;344;344;0;95.93;330;558;302;187300;uncultured dinoflagellate;undef;undef;undef;undef;Eukaryota
OTU_120_proti1702_wang1624CR6L;GU001637;1;344;344;0;100.00;344;636;344;160610;Peridinium umbonatum;Peridinium;Peridiniaceae;undef;undef;Eukaryota
OTU_121_proti1702_wang1624CR6L;HM030909;1;342;342;0;99.42;340;621;336;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_122_proti1702_wang1624CR6L;AF457127;1;340;340;0;98.82;336;606;328;110316;Monocystis agilis;Monocystis;Monocystidae;Apicomplexa;undef;Eukaryota
OTU_123_proti1702_wang1624CR6L;FJ177083;99;348;250;1;98.40;246;438;237;595934;Rhinebothrium sp. 11 Healy et al. (2009);Rhinebothrium;undef;Platyhelminthes;Metazoa;Eukaryota
OTU_123_proti1702_wang1624CR6L;FJ177083;1;67;67;0;92.54;62;97.1;52;595934;Rhinebothrium sp. 11 Healy et al. (2009);Rhinebothrium;undef;Platyhelminthes;Metazoa;Eukaryota
OTU_124_proti1702_wang1624CR6L;AF457127;1;339;339;0;96.17;326;555;300;110316;Monocystis agilis;Monocystis;Monocystidae;Apicomplexa;undef;Eukaryota
OTU_125_proti1702_wang1624CR6L;AC006837;1;342;342;0;99.71;341;627;339;3702;Arabidopsis thaliana;Arabidopsis;Brassicaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_126_proti1702_wang1624CR6L;EF024723;1;342;345;6;89.28;308;427;231;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_127_proti1702_wang1624CR6L;GU479951;95;167;74;2;89.19;66;91.6;49;941462;uncultured Vampyrellidae;undef;Vampyrellidae;undef;undef;Eukaryota
OTU_128_proti1702_wang1624CR6L;JQ392575;1;353;354;8;83.90;297;327;177;1170228;Eimeria macropodis;Eimeria;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_129_proti1702_wang1624CR6L;AB698065;17;358;346;7;88.73;307;414;224;1147502;Sarcocystis sp. T18;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_130_proti1702_wang1624CR6L;U70587;1;341;341;1;97.65;333;584;316;52026;Chlorococcum diplobionticum;Chlorococcum;Chlorococcaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_131_proti1702_wang1624CR6L;KC291522;1;347;347;0;100.00;347;641;347;140003;Sanionia uncinata;Sanionia;Amblystegiaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_132_proti1702_wang1624CR6L;DQ832235;1;342;342;0;100.00;342;632;342;40563;Sporobolomyces roseus;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_133_proti1702_wang1624CR6L;AY142075;1;338;338;0;97.93;331;586;317;209644;Colpodella sp. ATCC50594;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_134_proti1702_wang1624CR6L;EU052685;118;204;93;4;82.80;77;78.7;42;476202;Cardiosporidium cionae;Cardiosporidium;undef;Apicomplexa;undef;Eukaryota
OTU_135_proti1702_wang1624CR6L;KC561945;1;342;342;0;100.00;342;632;342;175247;uncultured Chytridiomycota;undef;undef;Chytridiomycota;Fungi;Eukaryota
OTU_136_proti1702_wang1624CR6L;JF972661;1;342;342;0;100.00;342;632;342;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_137_proti1702_wang1624CR6L;D64072;1;505;513;8;96.69;496;845;457;99802;Spirometra erinaceieuropaei;Spirometra;Diphyllobothriidae;Platyhelminthes;Metazoa;Eukaryota
OTU_138_proti1702_wang1624CR6L;AB080310;1;339;339;0;100.00;339;627;339;60131;Asterochloris erici;Asterochloris;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_139_proti1702_wang1624CR6L;HQ287927;1;341;341;0;99.41;339;619;335;191674;Watanabea reniformis;Watanabea;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_140_proti1702_wang1624CR6L;L49297;1;343;343;0;99.13;340;619;335;13750;Vaccinium macrocarpon;Vaccinium;Ericaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_141_proti1702_wang1624CR6L;AF372779;1;340;340;0;99.71;339;623;337;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_142_proti1702_wang1624CR6L;EF023371;1;342;342;0;100.00;342;632;342;364294;uncultured Tremellaceae;undef;Tremellaceae;Basidiomycota;Fungi;Eukaryota
OTU_143_proti1702_wang1624CR6L;EF466059;1;342;342;0;100.00;342;632;342;214992;Cryptococcus aureus;Cryptococcus;undef;Basidiomycota;Fungi;Eukaryota
OTU_144_proti1702_wang1624CR6L;KC193240;1;338;338;0;99.70;337;619;335;94289;Sterkiella histriomuscorum;Sterkiella;Oxytrichidae;undef;undef;Eukaryota
OTU_145_proti1702_wang1624CR6L;AF411269;1;341;341;0;100.00;341;630;341;188952;Cercomonas edax;Cercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_146_proti1702_wang1624CR6L;AB453002;1;344;350;8;92.00;322;483;261;552662;Cercozoa sp. YPF501;undef;undef;undef;undef;Eukaryota
OTU_147_proti1702_wang1624CR6L;JF895929;1;342;342;0;100.00;342;632;342;1164570;Mortierella sp. I5-10;Mortierella;Mortierellaceae;undef;Fungi;Eukaryota
OTU_148_proti1702_wang1624CR6L;KC951925;1;325;325;0;100.00;325;601;325;29486;Yersinia ruckeri;Yersinia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_149_proti1702_wang1624CR6L;JQ086386;1;346;346;0;99.71;345;634;343;36056;Boletus edulis;Boletus;Boletaceae;Basidiomycota;Fungi;Eukaryota
OTU_150_proti1702_wang1624CR6L;AF519233;1;338;339;1;97.05;329;569;308;214501;Howardula sp. SP-MA;Howardula;Allantonematidae;Nematoda;Metazoa;Eukaryota
OTU_151_proti1702_wang1624CR6L;KC209739;104;357;254;1;95.67;243;407;220;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_152_proti1702_wang1624CR6L;JN054655;1;338;339;1;96.17;326;553;299;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_153_proti1702_wang1624CR6L;JX877684;1;337;337;0;99.41;335;612;331;1290188;Austrostrongylus victoriensis;Austrostrongylus;Herpetostrongylidae;Nematoda;Metazoa;Eukaryota
OTU_154_proti1702_wang1624CR6L;JX491150;1;341;341;0;99.71;340;625;338;1278912;Spirogyra sp. 25-2011;Spirogyra;Zygnemataceae;Streptophyta;Viridiplantae;Eukaryota
OTU_155_proti1702_wang1624CR6L;JQ392575;1;353;354;8;83.05;294;311;168;1170228;Eimeria macropodis;Eimeria;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_156_proti1702_wang1624CR6L;FJ648518;1;341;341;1;95.89;327;551;298;63684;Elliptochloris subsphaerica;Elliptochloris;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_157_proti1702_wang1624CR6L;EF023651;1;352;352;0;99.43;350;640;346;100272;404740;;;;;;
OTU_158_proti1702_wang1624CR6L;KC594038;1;337;337;0;100.00;337;623;337;5728;Pentatrichomonas hominis;Pentatrichomonas;Trichomonadidae;undef;undef;Eukaryota
OTU_159_proti1702_wang1624CR6L;JX169842;1;341;341;0;100.00;341;630;341;1301231;Heterochlorella sp. enrichment culture clone GOGrp_K01;undef;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_160_proti1702_wang1624CR6L;JX169832;1;340;340;0;100.00;340;628;340;1301230;Coccomyxa sp. enrichment culture clone GOGrp_K07;undef;Coccomyxaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_161_proti1702_wang1624CR6L;JN054653;137;342;208;4;88.94;185;254;137;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_162_proti1702_wang1624CR6L;JN635482;1;350;350;0;94.86;332;547;296;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_163_proti1702_wang1624CR6L;HQ427477;1;341;341;0;100.00;341;630;341;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_164_proti1702_wang1624CR6L;FJ459749;1;342;343;1;91.84;315;477;258;650280;Gregarina tropica;Gregarina;Gregarinidae;Apicomplexa;undef;Eukaryota
OTU_165_proti1702_wang1624CR6L;KC209739;1;336;351;3;95.73;336;551;298;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_166_proti1702_wang1624CR6L;U42487;1;340;340;0;97.65;332;584;316;45150;Setosphaeria rostrata;Setosphaeria;Pleosporaceae;Ascomycota;Fungi;Eukaryota
OTU_167_proti1702_wang1624CR6L;GQ985408;1;340;340;0;99.71;339;623;337;889455;Dictyococcus varians;Dictyococcus;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_168_proti1702_wang1624CR6L;JN635482;1;350;350;0;98.29;344;614;332;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_169_proti1702_wang1624CR6L;AF372786;1;337;337;0;99.70;336;617;334;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_170_proti1702_wang1624CR6L;KC209737;1;354;354;2;95.20;337;556;301;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_171_proti1702_wang1624CR6L;HQ888696;143;429;291;14;74.57;217;113;61;945684;Blastocladia pringsheimii;Blastocladia;Blastocladiaceae;Blastocladiomycota;Fungi;Eukaryota
OTU_172_proti1702_wang1624CR6L;GU067965;1;341;341;0;99.71;340;625;338;858378;uncultured Halteria;Halteria;Halteriidae;undef;undef;Eukaryota
OTU_173_proti1702_wang1624CR6L;AY147108;1;343;343;0;99.71;342;628;340;217312;Quercus multinervis;Quercus;Fagaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_174_proti1702_wang1624CR6L;KC149965;1;347;347;0;100.00;347;641;347;1291463;Klebsormidium sp. GTD4b-2;Klebsormidium;Klebsormidiaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_175_proti1702_wang1624CR6L;AF026618;1;342;342;0;99.71;341;628;340;68786;Sphaerobolus stellatus;Sphaerobolus;Sphaerobolaceae;Basidiomycota;Fungi;Eukaryota
OTU_176_proti1702_wang1624CR6L;FR837753;1;57;57;0;98.25;56;100;54;996698;Solenofilomorpha sp. UJ-2011-nsp-2;Solenofilomorpha;Solenofilomorphidae;Xenacoelomorpha;Metazoa;Eukaryota
OTU_177_proti1702_wang1624CR6L;AB534484;1;339;339;0;100.00;339;627;339;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_178_proti1702_wang1624CR6L;FN690491;1;339;339;0;100.00;339;627;339;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_179_proti1702_wang1624CR6L;JF263442;1;334;334;0;99.40;332;606;328;989644;Arcuospathidium namibiense;Arcuospathidium;Spathidiidae;undef;undef;Eukaryota
OTU_180_proti1702_wang1624CR6L;AY548295;1;341;341;0;100.00;341;630;341;27332;Protomyces inouyei;Protomyces;Protomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_181_proti1702_wang1624CR6L;GU067926;1;343;343;0;97.96;336;595;322;797741;uncultured Colpodella;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_182_proti1702_wang1624CR6L;AJ418792;1;345;345;0;100.00;345;638;345;178372;Trinema enchelys;Trinema;Trinematidae;undef;undef;Eukaryota
OTU_183_proti1702_wang1624CR6L;FJ459749;1;342;343;1;92.71;318;494;267;650280;Gregarina tropica;Gregarina;Gregarinidae;Apicomplexa;undef;Eukaryota
OTU_184_proti1702_wang1624CR6L;AY266467;1;51;52;2;90.38;47;67.6;36;238867;Blastocystis sp. AFJ96-T8;Blastocystis;undef;undef;undef;Eukaryota
OTU_185_proti1702_wang1624CR6L;EF024046;1;339;339;0;98.82;335;604;327;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_186_proti1702_wang1624CR6L;FJ946890;1;339;339;0;98.53;334;599;324;656229;Trebouxiophyceae sp. VPL1-3;undef;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_187_proti1702_wang1624CR6L;JN020238;1;344;345;1;98.26;339;603;326;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_188_proti1702_wang1624CR6L;GU017644;1;340;340;0;100.00;340;628;340;531392;Dictyochloropsis symbiontica;Dictyochloropsis;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_189_proti1702_wang1624CR6L;AF330214;1;339;339;2;93.81;318;508;275;294749;Colpodella tetrahymenae;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_190_proti1702_wang1624CR6L;AF372806;130;293;168;7;77.98;131;99.0;53;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_191_proti1702_wang1624CR6L;AJ277877;1;321;341;7;92.67;316;472;255;125641;Phacodinium metchnikoffi;Phacodinium;undef;undef;undef;Eukaryota
OTU_192_proti1702_wang1624CR6L;EF100219;1;338;338;1;97.93;331;584;316;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_193_proti1702_wang1624CR6L;DQ887332;1;337;337;0;100.00;337;623;337;29833;Hanseniaspora uvarum;Hanseniaspora;Saccharomycodaceae;Ascomycota;Fungi;Eukaryota
OTU_194_proti1702_wang1624CR6L;EF024871;1;366;367;1;93.73;344;549;297;175275;uncultured cercozoan;undef;undef;undef;undef;Eukaryota
OTU_196_proti1702_wang1624CR6L;DQ862055;1;339;339;0;100.00;339;627;339;148338;Plagiostoma euphorbiae;Plagiostoma;Gnomoniaceae;Ascomycota;Fungi;Eukaryota
OTU_197_proti1702_wang1624CR6L;GQ995335;1;342;342;0;96.78;331;571;309;175247;uncultured Chytridiomycota;undef;undef;Chytridiomycota;Fungi;Eukaryota
OTU_198_proti1702_wang1624CR6L;EU910605;1;340;343;5;96.21;330;556;301;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_199_proti1702_wang1624CR6L;KC672765;1;338;338;0;99.41;336;614;332;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_200_proti1702_wang1624CR6L;KF309698;1;345;349;4;92.26;322;492;266;1408153;Sarcocystis sp. 1 JJH-2013;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_201_proti1702_wang1624CR6L;KF160860;1;342;342;0;98.83;338;610;330;64511;Rhizophydium patellarium;Rhizophydium;Rhizophydiaceae;Chytridiomycota;Fungi;Eukaryota
OTU_202_proti1702_wang1624CR6L;JN048123;190;448;259;3;81.08;210;198;107;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_203_proti1702_wang1624CR6L;HQ289870;1;347;347;1;98.85;343;617;334;323732;Babesia duncani;Babesia;Babesiidae;Apicomplexa;undef;Eukaryota
OTU_204_proti1702_wang1624CR6L;FJ790710;1;346;346;0;100.00;346;640;346;686734;Cercomonas celer;Cercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;100.00;324;599;324;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;100.00;324;599;324;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;100.00;324;599;324;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;100.00;324;599;324;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;100.00;324;599;324;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;99.69;323;593;321;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_205_proti1702_wang1624CR6L;HG738867;1;324;324;0;99.69;323;593;321;1403831;Escherichia coli;Escherichia;Enterobacteriaceae;Proteobacteria;undef;Bacteria
OTU_206_proti1702_wang1624CR6L;HM536153;1;341;341;0;100.00;341;630;341;1043734;Eocercomonas sp. HFCC 908;Eocercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_207_proti1702_wang1624CR6L;DQ211593;1;354;354;4;95.48;338;560;303;352463;Gyromitus sp. HFCC94;Gyromitus;Thaumatomastigidae;undef;undef;Eukaryota
OTU_208_proti1702_wang1624CR6L;EF550389;1;339;339;0;100.00;339;627;339;53938;Pichia kluyveri;Pichia;Pichiaceae;Ascomycota;Fungi;Eukaryota
OTU_209_proti1702_wang1624CR6L;AM114806;1;342;342;0;100.00;342;632;342;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_210_proti1702_wang1624CR6L;AB695523;1;344;344;0;100.00;344;636;344;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_211_proti1702_wang1624CR6L;FJ153119;1;342;342;0;100.00;342;632;342;511694;Rhodotorula sp. SJ13L05;Rhodotorula;undef;Basidiomycota;Fungi;Eukaryota
OTU_212_proti1702_wang1624CR6L;AB721045;1;339;339;0;100.00;339;627;339;315267;uncultured freshwater eukaryote;undef;undef;undef;undef;Eukaryota
OTU_213_proti1702_wang1624CR6L;AJ130859;1;341;341;0;98.24;335;597;323;198639;Ichthyophonida gen. sp. LKM51;undef;undef;undef;undef;Eukaryota
